Sample name,project,AA amplicon number,Feature ID,Classification,Location,Oncogenes,All genes,Complexity score,Captured interval length,Feature median copy number,Feature maximum copy number,Filter flag,Reference version
TCGA-04-1371-01A-01D-0516-08_MN_11A-01D-0516,OV,1.0,TCGA-04-1371-01A-01D-0516-08_MN_11A-01D-0516_amplicon1_Complex non-cyclic_1,Complex non-cyclic,"['3:100545252-100555815', '3:100584083-100604646', '3:145974838-151070061', '19:4633663-4936247', '19:30430306-34021804', '8:69630155-75048918', '17:62978844-62999407']","['C19orf2', 'CEBPA', 'NCOA2', 'PRDM14', 'UHRF1', 'WWTR1']","['AGTR1', 'ANKRD27', 'ARRDC5', 'C19orf10', 'C19orf2', 'C19orf30', 'C19orf40', 'C3orf16', 'C8orf84', 'CCDC123', 'CEBPA', 'CEBPG', 'CLRN1', 'CLRN1OS', 'COMMD2', 'CP', 'CPA3', 'CPB1', 'DKFZp566F0947', 'DPP9', 'DPY19L3', 'EIF2A', 'EYA1', 'FAM194A', 'FEM1A', 'GPATCH1', 'GPR171', 'GPR87', 'GYG1', 'HLTF', 'HPS3', 'KCNB2', 'LACTB2', 'LRP3', 'LY96', 'MED12L', 'MSC', 'NCOA2', 'NUDT19', 'P2RY12', 'P2RY13', 'P2RY14', 'PDCD5', 'PEPD', 'PFN2', 'PLIN3', 'PLSCR1', 'PLSCR2', 'PLSCR5', 'PRDM14', 'RDH10', 'RGS9BP', 'RHPN2', 'RNF13', 'RPL7', 'SELT', 'SERP1', 'SIAH2', 'SLC7A10', 'SLC7A9', 'SLCO5A1', 'STAU2', 'SULF1', 'TCEB1', 'TDRD12', 'TERF1', 'TICAM1', 'TM4SF1', 'TM4SF18', 'TM4SF4', 'TMEM70', 'TNFAIP8L1', 'TRAM1', 'TRPA1', 'TSC22D2', 'TSHZ3', 'UBE2W', 'UHRF1', 'WDR88', 'WWTR1', 'XKR9', 'ZIC1', 'ZIC4', 'ZNF507', 'ZNF536']",2.117946355,14459757.0,6.972052404,13.36769355,,GRCh37
TCGA-04-1371-01A-01D-0516-08_MN_11A-01D-0516,OV,2.0,TCGA-04-1371-01A-01D-0516-08_MN_11A-01D-0516_amplicon2_ecDNA_1,ecDNA,['8:98671579-99044917'],['LAPTM4B'],"['LAPTM4B', 'MATN2']",0.303665131,373338.0,10.41569446,10.41569446,,GRCh37
TCGA-04-1371-01A-01D-0516-08_MN_11A-01D-0516,OV,3.0,TCGA-04-1371-01A-01D-0516-08_MN_11A-01D-0516_amplicon3_Complex non-cyclic_1,Complex non-cyclic,"['19:38341200-39518430', '18:29447184-31101794']","['ACTN4', 'PPP1R14A']","['ACTN4', 'C18orf34', 'C19orf33', 'CAPN12', 'CATSPERG', 'DPF1', 'ECH1', 'EIF3K', 'FAM59A', 'FAM98C', 'FBXO17', 'GGN', 'HNRNPL', 'KCNK6', 'KIAA1012', 'KLHL14', 'LGALS4', 'LGALS7', 'LGALS7B', 'MAP4K1', 'MEP1B', 'MRPS12', 'NFKBIB', 'PPP1R14A', 'PSMD8', 'RASGRP4', 'RINL', 'RNF125', 'RNF138', 'RYR1', 'SARS2', 'SIPA1L3', 'SIRT2', 'SPINT2', 'SPRED3', 'WBP11P1', 'WDR87', 'YIF1B']",1.169591322,2831840.0,5.731720362,8.240176617,,GRCh37
TCGA-04-1371-01A-01D-0516-08_MN_11A-01D-0516,OV,4.0,TCGA-04-1371-01A-01D-0516-08_MN_11A-01D-0516_amplicon4_Linear amplification_1,Linear amplification,['19:28763316-29216257'],[],[],0.925897627,452941.0,11.14397816,11.15224578,,GRCh37
TCGA-04-1514-01A-01D-A324-10_MN_10A-01D-A324,OV,1.0,TCGA-04-1514-01A-01D-A324-10_MN_10A-01D-A324_amplicon1_BFB_1,BFB,"['3:185208411-186581038', '3:186585282-187572704']","['BCL6', 'EIF4A2', 'ETV5']","['ADIPOQ', 'AHSG', 'BCL6', 'C3orf65', 'CRYGS', 'DGKG', 'DNAJB11', 'EIF4A2', 'ETV5', 'FETUB', 'HRG', 'IGF2BP2', 'KNG1', 'LIPH', 'MASP1', 'RFC4', 'RPL39L', 'RTP1', 'RTP2', 'RTP4', 'SENP2', 'SNORA4', 'SNORA63', 'SNORA81', 'SNORD2', 'SST', 'ST6GAL1', 'TBCCD1', 'TMEM41A', 'TRA2B']",0.65804432,2360049.0,12.55253119,15.56368321,,GRCh37
TCGA-04-1514-01A-01D-A324-10_MN_10A-01D-A324,OV,2.0,TCGA-04-1514-01A-01D-A324-10_MN_10A-01D-A324_amplicon2_Linear amplification_1,Linear amplification,"['6:105240642-105260836', '6:105263755-105818945']",['LIN28B'],"['BVES', 'HACE1', 'LIN28B', 'POPDC3']",0.565446112,575384.0,5.563505989,6.901702978,,GRCh37
TCGA-04-1514-01A-01D-A324-10_MN_10A-01D-A324,OV,3.0,TCGA-04-1514-01A-01D-A324-10_MN_10A-01D-A324_amplicon3_Linear amplification_1,Linear amplification,['11:31713330-32061731'],[],"['DKFZp686K1684', 'PAX6']",0.355929631,348401.0,5.18374631,5.18374631,,GRCh37
TCGA-04-1514-01A-01D-A324-10_MN_10A-01D-A324,OV,4.0,TCGA-04-1514-01A-01D-A324-10_MN_10A-01D-A324_amplicon4_BFB_1,BFB,"['17:74981731-76282240', '17:76283418-77477399']","['BIRC5', 'CANT1', 'SEPT9']","['AFMID', 'BIRC5', 'C17orf86', 'C17orf99', 'C1QTNF1', 'CANT1', 'CYTH1', 'DNAH17', 'ENGASE', 'EPR1', 'FLJ45079', 'LGALS3BP', 'PGS1', 'SCARNA16', 'SEC14L1', 'SEPT9', 'SOCS3', 'SYNGR2', 'TIMP2', 'TK1', 'TMC6', 'TMC8', 'TNRC6C', 'USP36']",0.699551922,2494490.0,4.608456781,7.078837099,LowCN,GRCh37
TCGA-04-1514-01A-01D-A324-10_MN_10A-01D-A324,OV,5.0,TCGA-04-1514-01A-01D-A324-10_MN_10A-01D-A324_amplicon5_Linear amplification_1,Linear amplification,['17:80480800-80589427'],[],[],0.28205724,108627.0,4.984410999,4.984410999,LowCN,GRCh37
TCGA-04-1542-01A-01D-A312-08_MN_10A-01D-A312,OV,1.0,TCGA-04-1542-01A-01D-A312-08_MN_10A-01D-A312_amplicon1_Linear amplification_1,Linear amplification,['18:29866934-30566861'],[],"['FAM59A', 'KLHL14', 'WBP11P1']",0.0,699927.0,4.704998593,4.704998593,LowCN,GRCh37
TCGA-04-1542-01A-01D-A312-08_MN_10A-01D-A312,OV,2.0,TCGA-04-1542-01A-01D-A312-08_MN_10A-01D-A312_amplicon2_Linear amplification_1,Linear amplification,['19:13412664-14283504'],[],"['ASF1B', 'C19orf53', 'C19orf57', 'CACNA1A', 'CC2D1A', 'CCDC130', 'DCAF15', 'IL27RA', 'MRI1', 'NANOS3', 'PALM3', 'PODNL1', 'PRKACA', 'RFX1', 'RLN3', 'SAMD1', 'ZSWIM4']",0.342537813,870840.0,5.154680501,5.154680501,,GRCh37
TCGA-04-1542-01A-01D-A312-08_MN_10A-01D-A312,OV,3.0,TCGA-04-1542-01A-01D-A312-08_MN_10A-01D-A312_amplicon3_Linear amplification_1,Linear amplification,['19:18525020-18585886'],[],"['ISYNA1', 'SSBP4']",0.0,60866.0,4.533572973,4.533572973,LowCN,GRCh37
TCGA-04-1542-01A-01D-A312-08_MN_10A-01D-A312,OV,4.0,TCGA-04-1542-01A-01D-A312-08_MN_10A-01D-A312_amplicon4_Linear amplification_1,Linear amplification,"['19:19017010-20520899', '19:20595300-20701468']",[],"['ARMC6', 'ATP13A1', 'CILP2', 'COPE', 'DDX49', 'GATAD2A', 'GMIP', 'HAPLN4', 'HOMER3', 'KIAA0892', 'LPAR2', 'MEF2B', 'NCAN', 'NDUFA13', 'NR2C2AP', 'PBX4', 'RFXANK', 'SF4', 'SFRS14', 'SLC25A42', 'TM6SF2', 'TMEM161A', 'TSSK6', 'YJEFN3', 'ZNF101', 'ZNF14', 'ZNF253', 'ZNF486', 'ZNF506', 'ZNF682', 'ZNF826', 'ZNF90', 'ZNF93']",0.505847574,1610057.0,5.29545974,5.29545974,,GRCh37
TCGA-05-4250-01A-01D-1103-02_MN_10A-01D-1103,LUAD,1.0,TCGA-05-4250-01A-01D-1103-02_MN_10A-01D-1103_amplicon1_Linear amplification_1,Linear amplification,['12:19272119-19720952'],[],"['AEBP2', 'PLEKHA5']",0.624672687,448833.0,6.521109043,11.75724191,,GRCh37
TCGA-05-4250-01A-01D-1103-02_MN_10A-01D-1103,LUAD,2.0,TCGA-05-4250-01A-01D-1103-02_MN_10A-01D-1103_amplicon2_BFB_1,BFB,['12:25008890-25236731'],[],"['BCAT1', 'C12orf77', 'DAD1L', 'LRMP']",1.919424188,227841.0,7.780083207,7.780083207,LowCN,GRCh37
TCGA-05-4250-01A-01D-1103-02_MN_10A-01D-1103,LUAD,3.0,TCGA-05-4250-01A-01D-1103-02_MN_10A-01D-1103_amplicon3_Complex non-cyclic_1,Complex non-cyclic,"['12:29126249-29136749', '12:31707209-31896845']",[],"['AMN1', 'C12orf72', 'DENND5B']",0.556205115,200136.0,11.91090301,11.91090301,,GRCh37
TCGA-05-4250-01A-01D-1103-02_MN_10A-01D-1103,LUAD,4.0,TCGA-05-4250-01A-01D-1103-02_MN_10A-01D-1103_amplicon4_Linear amplification_1,Linear amplification,['12:33148010-33224872'],[],[],0.0,76862.0,6.217378005,6.217378005,,GRCh37
TCGA-05-4384-01A-01D-1751-02_MN_10A-01D-1751,LUAD,1.0,TCGA-05-4384-01A-01D-1751-02_MN_10A-01D-1751_amplicon1_BFB_1,BFB,['5:140141100-140269880'],[],"['PCDHA1', 'PCDHA10', 'PCDHA11', 'PCDHA12', 'PCDHA13', 'PCDHA2', 'PCDHA3', 'PCDHA4', 'PCDHA5', 'PCDHA6', 'PCDHA7', 'PCDHA8', 'PCDHA9']",1.139036944,128780.0,7.13002242,10.08595147,,GRCh37
TCGA-05-4389-01A-01D-1931-08_MN_10A-01D-1203,LUAD,1.0,TCGA-05-4389-01A-01D-1931-08_MN_10A-01D-1203_amplicon1_Linear amplification_1,Linear amplification,['8:40393981-43082001'],"['HOOK3', 'MYST3']","['AGPAT6', 'ANK1', 'AP3M2', 'C8orf40', 'CHRNA6', 'CHRNB3', 'DKK4', 'FNTA', 'GINS4', 'GOLGA7', 'HGSNAT', 'HOOK3', 'IKBKB', 'MYST3', 'NKX6-3', 'PLAT', 'POLB', 'RNF170', 'SFRP1', 'SGK196', 'SLC20A2', 'THAP1', 'VDAC3', 'ZMAT4']",1.065818813,2688020.0,5.669200734,7.575911878,,GRCh37
TCGA-05-4389-01A-01D-1931-08_MN_10A-01D-1931,LUAD,1.0,TCGA-05-4389-01A-01D-1931-08_MN_10A-01D-1931_amplicon1_Linear amplification_1,Linear amplification,"['8:40389126-41771699', '8:42321462-42365455']",[],"['AGPAT6', 'ANK1', 'GINS4', 'GOLGA7', 'NKX6-3', 'SFRP1', 'ZMAT4']",0.765189141,1426566.0,5.548344942,7.60256627,,GRCh37
TCGA-05-4390-01A-02D-1751-02_MN_10A-01D-1751,LUAD,1.0,TCGA-05-4390-01A-02D-1751-02_MN_10A-01D-1751_amplicon1_Complex non-cyclic_1,Complex non-cyclic,"['2:85892901-86023285', '5:160224889-160283193', '9:90292890-91229239', '9:93362798-94264134']",['SYK'],"['ATOH8', 'ATP10B', 'AUH', 'C9orf79', 'CDK20', 'CTSL1', 'CTSL3', 'DIRAS2', 'FAM75C1', 'GNLY', 'NFIL3', 'NXNL2', 'SFTPB', 'SPIN1', 'SYK']",1.118169041,2026373.0,7.103817336,18.78459778,,GRCh37
TCGA-05-4390-01A-02D-1751-02_MN_10A-01D-1751,LUAD,2.0,TCGA-05-4390-01A-02D-1751-02_MN_10A-01D-1751_amplicon2_BFB_1,BFB,"['8:42033096-42083523', '8:42124445-42158154', '8:42265208-42271627', '8:42692325-42708263', '8:42899171-42913388', '8:42938355-42959265', '8:43056657-43062801']",[],"['FNTA', 'IKBKB', 'PLAT', 'SGK196', 'THAP1']",1.724714384,147764.0,7.974911463,12.74503331,,GRCh37
TCGA-05-4395-01A-01D-1203-02_MN_10A-01D-1203,LUAD,1.0,TCGA-05-4395-01A-01D-1203-02_MN_10A-01D-1203_amplicon1_BFB_1,BFB,"['7:100606500-101724545', '7:101727617-101727664', '7:101728204-102800562', '7:102801395-103415399']",['CUX1'],"['ALKBH4', 'AP1S1', 'ARMC10', 'C7orf52', 'CLDN15', 'CUX1', 'DNAJC2', 'DPY19L2P2', 'EMID2', 'FAM185A', 'FBXL13', 'FIS1', 'LRRC17', 'LRWD1', 'MOGAT3', 'MUC12', 'MUC17', 'MYL10', 'NAPEPLD', 'ORAI2', 'PLOD3', 'PMPCB', 'POLR2J', 'POLR2J2', 'POLR2J3', 'PRKRIP1', 'PSMC2', 'RABL5', 'RASA4', 'RPL19P12', 'SERPINE1', 'SH2B2', 'SLC26A5', 'SPDYE2', 'SPDYE2L', 'SPDYE6', 'TRIM56', 'UPK3BL', 'VGF', 'ZNHIT1']",1.111983716,2804454.0,8.953232691,18.22656867,,GRCh37
TCGA-05-4395-01A-01D-1203-02_MN_10A-01D-2364,LUAD,1.0,TCGA-05-4395-01A-01D-1203-02_MN_10A-01D-2364_amplicon1_BFB_1,BFB,"['7:100606500-101724545', '7:101727617-101727664', '7:101728204-102800562', '7:102801395-103415399']",['CUX1'],"['ALKBH4', 'AP1S1', 'ARMC10', 'C7orf52', 'CLDN15', 'CUX1', 'DNAJC2', 'DPY19L2P2', 'EMID2', 'FAM185A', 'FBXL13', 'FIS1', 'LRRC17', 'LRWD1', 'MOGAT3', 'MUC12', 'MUC17', 'MYL10', 'NAPEPLD', 'ORAI2', 'PLOD3', 'PMPCB', 'POLR2J', 'POLR2J2', 'POLR2J3', 'PRKRIP1', 'PSMC2', 'RABL5', 'RASA4', 'RPL19P12', 'SERPINE1', 'SH2B2', 'SLC26A5', 'SPDYE2', 'SPDYE2L', 'SPDYE6', 'TRIM56', 'UPK3BL', 'VGF', 'ZNHIT1']",1.112426124,2804454.0,8.953229486,18.22655633,,GRCh37
TCGA-05-4395-01A-01D-2364-08_MN_10A-01D-1203,LUAD,1.0,TCGA-05-4395-01A-01D-2364-08_MN_10A-01D-1203_amplicon1_Complex non-cyclic_1,Complex non-cyclic,"['7:94901715-100554299', '7:100590001-103768460', '6:12665411-12865991']","['BAIAP2L1', 'CUX1', 'DLX5', 'SMURF1', 'TAC1', 'TRIP6', 'TRRAP']","['ACHE', 'ACN9', 'ACTL6B', 'AGFG2', 'ALKBH4', 'AP1S1', 'AP4M1', 'ARMC10', 'ARPC1A', 'ARPC1B', 'ASB4', 'ASNS', 'ATP5J2', 'AZGP1', 'BAIAP2L1', 'BHLHA15', 'BRI3', 'BUD31', 'C7orf43', 'C7orf47', 'C7orf51', 'C7orf52', 'C7orf59', 'C7orf61', 'CLDN15', 'CNPY4', 'COPS6', 'CPSF4', 'CUX1', 'CYP3A4', 'CYP3A43', 'CYP3A5', 'CYP3A7', 'DLX5', 'DLX6', 'DLX6AS', 'DNAJC2', 'DPY19L2P2', 'DYNC1I1', 'EMID2', 'EPHB4', 'EPO', 'FAM185A', 'FAM200A', 'FBXL13', 'FBXO24', 'FIS1', 'GAL3ST4', 'GATS', 'GIGYF1', 'GJC3', 'GNB2', 'GPC2', 'KPNA7', 'LMTK2', 'LRCH4', 'LRRC17', 'LRWD1', 'MBLAC1', 'MCM7', 'MEPCE', 'MGC72080', 'MOGAT3', 'MOSPD3', 'MUC12', 'MUC17', 'MYH16', 'MYL10', 'NAPEPLD', 'NPTX2', 'OCM2', 'OR2AE1', 'ORAI2', 'PCOLCE', 'PDAP1', 'PDK4', 'PHACTR1', 'PILRA', 'PILRB', 'PLOD3', 'PMPCB', 'PMS2L1', 'POLR2J', 'POLR2J2', 'POLR2J3', 'PON1', 'PON2', 'PON3', 'POP7', 'PRKRIP1', 'PSMC2', 'PTCD1', 'PVRIG', 'RABL5', 'RASA4', 'RELN', 'RPL19P12', 'SAP25', 'SERPINE1', 'SH2B2', 'SHFM1', 'SLC12A9', 'SLC25A13', 'SLC26A5', 'SMURF1', 'SPDYE2', 'SPDYE2L', 'SPDYE3', 'SPDYE6', 'SRRT', 'STAG3', 'TAC1', 'TAF6', 'TECPR1', 'TFR2', 'TMEM130', 'TRIM4', 'TRIM56', 'TRIP6', 'TRRAP', 'TSC22D4', 'UFSP1', 'UPK3BL', 'VGF', 'ZAN', 'ZCWPW1', 'ZKSCAN1', 'ZKSCAN5', 'ZNF3', 'ZNF394', 'ZNF498', 'ZNF655', 'ZNF789', 'ZNHIT1', 'ZSCAN21']",1.622305999,9031623.0,7.967857593,9.55372677,,GRCh37
